value,Wall,Door_Start,Door,Door_Passed,Wall_End
0,0.385655737704918,0.38125,0.37017543859649127,0.56875,0.27575757575757576
1,0.00860655737704918,0.06875,0.01929824561403509,0.00625,0.0030303030303030303
2,0.024999999999999998,0.06875,0.01929824561403509,0.00625,0.0030303030303030303
3,0.029098360655737704,0.00625,0.0368421052631579,0.00625,0.0030303030303030303
4,0.00860655737704918,0.00625,0.01929824561403509,0.00625,0.0030303030303030303
5,0.020901639344262292,0.06875,0.0368421052631579,0.00625,0.0030303030303030303
6,0.029098360655737704,0.06875,0.054385964912280704,0.00625,0.0030303030303030303
7,0.020901639344262292,0.06875,0.01929824561403509,0.00625,0.0030303030303030303
8,0.012704918032786885,0.00625,0.0368421052631579,0.00625,0.0030303030303030303
9,0.45942622950819667,0.25625,0.3877192982456141,0.38125,0.7000000000000001
