value,Wall,Door_Start,Door,Door_Passed,Wall_End
0,0.020901639344262292,0.00625,0.15964912280701754,0.00625,0.12424242424242424
1,0.00860655737704918,0.06875,0.21228070175438596,0.06875,0.15454545454545454
2,0.21352459016393444,0.25625,0.14210526315789473,0.19375,0.09393939393939395
3,0.19713114754098363,0.31875,0.10701754385964912,0.06875,0.09393939393939395
4,0.19303278688524592,0.13125,0.12456140350877193,0.13125,0.18484848484848485
5,0.16024590163934427,0.06875,0.054385964912280704,0.19375,0.09393939393939395
6,0.029098360655737704,0.00625,0.10701754385964912,0.06875,0.06363636363636364
7,0.07418032786885247,0.00625,0.0368421052631579,0.13125,0.06363636363636364
8,0.024999999999999998,0.13125,0.0017543859649122807,0.06875,0.06363636363636364
9,0.07827868852459018,0.00625,0.054385964912280704,0.06875,0.06363636363636364
