value,Wall,Door_Start,Door,Door_Passed,Wall_End
0,0.1683046683046683,0.00617283950617284,0.0017482517482517483,0.00617283950617284,0.003012048192771084
1,0.0085995085995086,0.00617283950617284,0.0017482517482517483,0.00617283950617284,0.03313253012048193
2,0.0085995085995086,0.00617283950617284,0.0017482517482517483,0.00617283950617284,0.003012048192771084
3,0.024979524979524978,0.00617283950617284,0.0017482517482517483,0.00617283950617284,0.06325301204819277
4,0.07821457821457822,0.06790123456790124,0.0017482517482517483,0.06790123456790124,0.15361445783132527
5,0.27067977067977067,0.6851851851851852,0.5786713286713286,0.5617283950617284,0.15361445783132527
6,0.3116298116298116,0.19135802469135804,0.40384615384615385,0.3148148148148148,0.18373493975903613
7,0.04954954954954955,0.00617283950617284,0.0017482517482517483,0.00617283950617284,0.15361445783132527
8,0.045454545454545456,0.00617283950617284,0.0017482517482517483,0.00617283950617284,0.15361445783132527
9,0.029074529074529076,0.00617283950617284,0.0017482517482517483,0.00617283950617284,0.09337349397590361
10,0.004504504504504505,0.00617283950617284,0.0017482517482517483,0.00617283950617284,0.003012048192771084
11,0.0004095004095004095,0.00617283950617284,0.0017482517482517483,0.00617283950617284,0.003012048192771084
