value,Wall,Door_Start,Door,Door_Passed,Wall_End
0,0.3815573770491803,0.19375,0.24736842105263157,0.19375,0.30606060606060603
1,0.01680327868852459,0.00625,0.0017543859649122807,0.00625,0.0030303030303030303
2,0.033196721311475406,0.00625,0.0017543859649122807,0.00625,0.0030303030303030303
3,0.037295081967213116,0.00625,0.0017543859649122807,0.00625,0.0030303030303030303
4,0.012704918032786885,0.00625,0.0017543859649122807,0.00625,0.0030303030303030303
5,0.033196721311475406,0.00625,0.0017543859649122807,0.00625,0.0030303030303030303
6,0.04549180327868852,0.00625,0.0017543859649122807,0.00625,0.0030303030303030303
7,0.020901639344262292,0.06875,0.01929824561403509,0.00625,0.0030303030303030303
8,0.01680327868852459,0.06875,0.0017543859649122807,0.00625,0.0030303030303030303
9,0.40204918032786885,0.63125,0.7210526315789474,0.75625,0.6696969696969698
