value,Wall,Door_Start,Door,Door_Passed,Wall_End
0,0.21762295081967215,0.00625,0.0017543859649122807,0.00625,0.03333333333333333
1,0.033196721311475406,0.06875,0.01929824561403509,0.00625,0.06363636363636364
2,0.19303278688524592,0.19375,0.10701754385964912,0.06875,0.24545454545454545
3,0.14385245901639346,0.13125,0.2649122807017544,0.31875,0.09393939393939395
4,0.13975409836065575,0.19375,0.17719298245614035,0.19375,0.24545454545454545
5,0.0987704918032787,0.19375,0.22982456140350876,0.19375,0.06363636363636364
6,0.033196721311475406,0.06875,0.0017543859649122807,0.06875,0.09393939393939395
7,0.04549180327868852,0.06875,0.12456140350877193,0.06875,0.06363636363636364
8,0.033196721311475406,0.00625,0.0017543859649122807,0.00625,0.03333333333333333
9,0.061885245901639345,0.06875,0.0719298245614035,0.06875,0.06363636363636364
