value,Wall,Door_Start,Door,Door_Passed,Wall_End
0,0.09467213114754099,0.00625,0.0368421052631579,0.19375,0.03333333333333333
1,0.033196721311475406,0.00625,0.054385964912280704,0.13125,0.18484848484848485
2,0.20942622950819673,0.13125,0.14210526315789473,0.25625,0.09393939393939395
3,0.16434426229508198,0.25625,0.24736842105263157,0.06875,0.09393939393939395
4,0.14795081967213114,0.25625,0.24736842105263157,0.06875,0.21515151515151515
5,0.14385245901639346,0.13125,0.10701754385964912,0.13125,0.09393939393939395
6,0.029098360655737704,0.06875,0.0368421052631579,0.06875,0.09393939393939395
7,0.08237704918032787,0.00625,0.01929824561403509,0.00625,0.09393939393939395
8,0.01680327868852459,0.06875,0.0719298245614035,0.00625,0.03333333333333333
9,0.07827868852459018,0.06875,0.0368421052631579,0.06875,0.06363636363636364
