value,Wall,Door_Start,Door,Door_Passed,Wall_End
0,0.045454545454545456,0.00617283950617284,0.0017482517482517483,0.00617283950617284,0.003012048192771084
1,0.0085995085995086,0.00617283950617284,0.0017482517482517483,0.00617283950617284,0.03313253012048193
2,0.0004095004095004095,0.00617283950617284,0.0017482517482517483,0.12962962962962965,0.03313253012048193
3,0.024979524979524978,0.00617283950617284,0.0017482517482517483,0.06790123456790124,0.06325301204819277
4,0.045454545454545456,0.06790123456790124,0.1590909090909091,0.3148148148148148,0.06325301204819277
5,0.43857493857493857,0.06790123456790124,0.17657342657342656,0.4382716049382716,0.12349397590361444
6,0.39352989352989354,0.12962962962962965,0.26398601398601396,0.00617283950617284,0.27409638554216864
7,0.01678951678951679,0.00617283950617284,0.2115384615384615,0.00617283950617284,0.21385542168674695
8,0.024979524979524978,0.25308641975308643,0.10664335664335663,0.00617283950617284,0.09337349397590361
9,0.0004095004095004095,0.3765432098765432,0.07167832167832167,0.00617283950617284,0.09337349397590361
10,0.0004095004095004095,0.06790123456790124,0.0017482517482517483,0.00617283950617284,0.003012048192771084
11,0.0004095004095004095,0.00617283950617284,0.0017482517482517483,0.00617283950617284,0.003012048192771084
