value,Wall,Door_Start,Door,Door_Passed,Wall_End
0,0.3815573770491803,0.06875,0.0719298245614035,0.50625,0.24545454545454545
1,0.01680327868852459,0.00625,0.0017543859649122807,0.00625,0.0030303030303030303
2,0.033196721311475406,0.00625,0.0017543859649122807,0.00625,0.0030303030303030303
3,0.033196721311475406,0.00625,0.01929824561403509,0.00625,0.0030303030303030303
4,0.012704918032786885,0.00625,0.0017543859649122807,0.00625,0.0030303030303030303
5,0.033196721311475406,0.00625,0.0017543859649122807,0.00625,0.0030303030303030303
6,0.04549180327868852,0.00625,0.0017543859649122807,0.00625,0.0030303030303030303
7,0.024999999999999998,0.00625,0.01929824561403509,0.00625,0.03333333333333333
8,0.020901639344262292,0.00625,0.0017543859649122807,0.00625,0.0030303030303030303
9,0.39795081967213114,0.88125,0.8789473684210527,0.44375,0.7000000000000001
