location,IR1,IR2,IR3,IR4,IR5,IR6,IR7,IR8,IR9,PIDP1,PIDP2,PIDP3,PIDP4,PIDP5,PIDP6,PIDP7,PIDP8,PIDP9,PIDD1,PIDD2,PIDD3,PIDD4,PIDD5,PIDD6,PIDD7,PIDD8,PIDD9,PIDI1,PIDI2,PIDI3,PIDI4,PIDI5,PIDI6,PIDI7,PIDI8,PIDI9,BI1,BI2,BI3,BI4,BI5,BI6,BI7,BI8,BI9
Wall,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,False,False,False,False,False,False,False,False,False
Wall,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,3,3,False,False,False,False,False,False,False,False,False
Wall,0,0,0,0,0,0,8,6,6,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,3,3,2,False,False,False,False,False,False,False,False,False
Wall,0,0,0,0,0,8,6,6,5,0,0,0,0,0,3,4,4,5,0,0,0,0,0,9,9,9,9,0,0,0,0,0,3,3,2,2,False,False,False,False,False,False,False,False,False
Wall,0,0,0,0,8,6,6,5,5,0,0,0,0,3,4,4,5,5,0,0,0,0,9,9,9,9,6,0,0,0,0,3,3,2,2,3,False,False,False,False,False,False,False,False,False
Wall,0,0,0,8,6,6,5,5,5,0,0,0,3,4,4,5,5,5,0,0,0,9,9,9,9,6,3,0,0,0,3,3,2,2,3,3,False,False,False,False,False,False,False,False,False
Wall,0,0,8,6,6,5,5,5,5,0,0,3,4,4,5,5,5,5,0,0,9,9,9,9,6,3,0,0,0,3,3,2,2,3,3,3,False,False,False,False,False,False,False,False,False
Wall,0,8,6,6,5,5,5,5,5,0,3,4,4,5,5,5,5,5,0,9,9,9,9,6,3,0,2,0,3,3,2,2,3,3,3,3,False,False,False,False,False,False,False,False,False
Wall,8,6,6,5,5,5,5,5,5,3,4,4,5,5,5,5,5,5,9,9,9,9,6,3,0,2,8,3,3,2,2,3,3,3,3,3,False,False,False,False,False,False,False,False,False
Wall,6,6,5,5,5,5,5,5,6,4,4,5,5,5,5,5,5,4,9,9,9,6,3,0,2,8,0,3,2,2,3,3,3,3,3,3,False,False,False,False,False,False,False,False,False
Wall,6,5,5,5,5,5,5,6,5,4,5,5,5,5,5,5,4,5,9,9,6,3,0,2,8,0,9,2,2,3,3,3,3,3,3,3,False,False,False,False,False,False,False,False,False
Wall,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,4,5,5,9,6,3,0,2,8,0,9,7,2,3,3,3,3,3,3,3,3,False,False,False,False,False,False,False,False,False
Wall,5,5,5,5,5,6,5,5,5,5,5,5,5,5,4,5,5,5,6,3,0,2,8,0,9,7,0,3,3,3,3,3,3,3,3,3,False,False,False,False,False,False,False,False,False
Wall,5,5,5,5,6,5,5,5,6,5,5,5,5,4,5,5,5,4,3,0,2,8,0,9,7,0,9,3,3,3,3,3,3,3,3,3,False,False,False,False,False,False,False,False,False
Wall,5,5,5,6,5,5,5,6,6,5,5,5,4,5,5,5,4,4,0,2,8,0,9,7,0,9,9,3,3,3,3,3,3,3,3,3,False,False,False,False,False,False,False,False,False
Wall,5,5,6,5,5,5,6,6,5,5,5,4,5,5,5,4,4,5,2,8,0,9,7,0,9,9,9,3,3,3,3,3,3,3,3,3,False,False,False,False,False,False,False,False,False
Wall,5,6,5,5,5,6,6,5,5,5,4,5,5,5,4,4,5,5,8,0,9,7,0,9,9,9,9,3,3,3,3,3,3,3,3,3,False,False,False,False,False,False,False,False,False
Wall,6,5,5,5,6,6,5,5,5,4,5,5,5,4,4,5,5,5,0,9,7,0,9,9,9,9,9,3,3,3,3,3,3,3,3,3,False,False,False,False,False,False,False,False,False
Door_Start,5,5,5,6,6,5,5,5,4,5,5,5,4,4,5,5,5,6,9,7,0,9,9,9,9,9,9,3,3,3,3,3,3,3,3,4,False,False,False,False,False,False,False,False,False
Door,5,5,6,6,5,5,5,4,9,5,5,4,4,5,5,5,6,2,7,0,9,9,9,9,9,9,0,3,3,3,3,3,3,3,4,4,False,False,False,False,False,False,False,False,False
Door,5,6,6,5,5,5,4,9,7,5,4,4,5,5,5,6,2,3,0,9,9,9,9,9,9,0,9,3,3,3,3,3,3,4,4,2,False,False,False,False,False,False,False,False,False
Door,6,6,5,5,5,4,9,7,7,4,4,5,5,5,6,2,3,4,9,9,9,9,9,9,0,9,9,3,3,3,3,3,4,4,2,2,False,False,False,False,False,False,False,False,False
Door,6,5,5,5,4,9,7,7,6,4,5,5,5,6,2,3,4,4,9,9,9,9,9,0,9,9,9,3,3,3,3,4,4,2,2,2,False,False,False,False,False,False,False,False,False
Door,5,5,5,4,9,7,7,6,5,5,5,5,6,2,3,4,4,5,9,9,9,9,0,9,9,9,9,3,3,3,4,4,2,2,2,2,False,False,False,False,False,False,False,False,False
Door,5,5,4,9,7,7,6,5,5,5,5,6,2,3,4,4,5,5,9,9,9,0,9,9,9,9,9,3,3,4,4,2,2,2,2,2,False,False,False,False,False,False,False,False,False
Door_Passed,5,4,9,7,7,6,5,5,3,5,6,2,3,4,4,5,5,6,9,9,0,9,9,9,9,9,9,3,4,4,2,2,2,2,2,3,False,False,False,False,False,False,False,False,False
Wall,4,9,7,7,6,5,5,3,11,6,2,3,4,4,5,5,6,0,9,0,9,9,9,9,9,9,0,4,4,2,2,2,2,2,3,0,False,False,False,False,False,False,False,False,False
Wall,9,7,7,6,5,5,3,11,11,2,3,4,4,5,5,6,0,0,0,9,9,9,9,9,9,0,0,4,2,2,2,2,2,3,0,0,False,False,False,False,False,False,False,False,False
Wall,7,7,6,5,5,3,11,11,11,3,4,4,5,5,6,0,0,0,9,9,9,9,9,9,0,0,9,2,2,2,2,2,3,0,0,0,False,False,False,False,False,False,False,False,False
Wall,7,6,5,5,3,11,11,11,10,4,4,5,5,6,0,0,0,1,9,9,9,9,9,0,0,9,9,2,2,2,2,3,0,0,0,0,False,False,False,False,False,False,False,False,False
Wall,6,5,5,3,11,11,11,10,3,4,5,5,6,0,0,0,1,7,9,9,9,9,0,0,9,9,9,2,2,2,3,0,0,0,0,0,False,False,False,False,False,False,False,False,False
Wall,5,5,3,11,11,11,10,3,2,5,5,6,0,0,0,1,7,7,9,9,9,0,0,9,9,9,9,2,2,3,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False
Wall,5,3,11,11,11,10,3,2,11,5,6,0,0,0,1,7,7,0,9,9,0,0,9,9,9,9,0,2,3,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True
Wall,3,11,11,11,10,3,2,11,11,6,0,0,0,1,7,7,0,0,9,0,0,9,9,9,9,0,0,3,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False
Wall,11,11,11,10,3,2,11,11,9,0,0,0,1,7,7,0,0,2,0,0,9,9,9,9,0,0,9,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False
Wall,11,11,10,3,2,11,11,9,8,0,0,1,7,7,0,0,2,2,0,9,9,9,9,0,0,9,9,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False
Wall,11,10,3,2,11,11,9,8,2,0,1,7,7,0,0,2,2,8,9,9,9,9,0,0,9,9,9,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False
Wall,10,3,2,11,11,9,8,2,2,1,7,7,0,0,2,2,8,7,9,9,9,0,0,9,9,9,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False
Wall,3,2,11,11,9,8,2,2,3,7,7,0,0,2,2,8,7,7,9,9,0,0,9,9,9,0,9,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False
Wall,2,11,11,9,8,2,2,3,3,7,0,0,2,2,8,7,7,7,9,0,0,9,9,9,0,9,2,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False
Wall,11,11,9,8,2,2,3,3,3,0,0,2,2,8,7,7,7,7,0,0,9,9,9,0,9,2,6,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False
Wall,11,9,8,2,2,3,3,3,3,0,2,2,8,7,7,7,7,7,0,9,9,9,0,9,2,6,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False
Wall,9,8,2,2,3,3,3,3,3,2,2,8,7,7,7,7,7,7,9,9,9,0,9,2,6,0,5,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False
Wall,8,2,2,3,3,3,3,3,3,2,8,7,7,7,7,7,7,7,9,9,0,9,2,6,0,5,9,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False
Wall,2,2,3,3,3,3,3,3,3,8,7,7,7,7,7,7,7,7,9,0,9,2,6,0,5,9,8,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False
Wall,2,3,3,3,3,3,3,3,2,7,7,7,7,7,7,7,7,7,0,9,2,6,0,5,9,8,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False
Wall,3,3,3,3,3,3,3,2,3,7,7,7,7,7,7,7,7,7,9,2,6,0,5,9,8,1,6,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False
Wall,3,3,3,3,3,3,2,3,3,7,7,7,7,7,7,7,7,7,2,6,0,5,9,8,1,6,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False
Wall,3,3,3,3,3,2,3,3,3,7,7,7,7,7,7,7,7,7,6,0,5,9,8,1,6,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False
Door_Start,3,3,3,3,2,3,3,3,3,7,7,7,7,7,7,7,7,7,0,5,9,8,1,6,0,1,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False
Door_Start,3,3,3,2,3,3,3,3,3,7,7,7,7,7,7,7,7,7,5,9,8,1,6,0,1,3,9,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False
Door,3,3,2,3,3,3,3,3,8,7,7,7,7,7,7,7,7,2,9,8,1,6,0,1,3,9,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False
Door,3,2,3,3,3,3,3,8,7,7,7,7,7,7,7,7,2,3,8,1,6,0,1,3,9,0,9,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False
Door,2,3,3,3,3,3,8,7,5,7,7,7,7,7,7,2,3,5,1,6,0,1,3,9,0,9,9,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False
Door,3,3,3,3,3,8,7,5,4,7,7,7,7,7,2,3,5,6,6,0,1,3,9,0,9,9,9,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False
